id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code
19956,KGLD,medium_airport,Goodland Municipal Airport,39.370701,-101.699753,3656,NA,US,US-KS,Goodland,no,KGLD,GLD,KGLD,GLD
19958,KGLH,medium_airport,Mid Delta Regional Airport,33.482899,-90.985603,131,NA,US,US-MS,Greenville,yes,KGLH,GLH,KGLH,GLH
3558,KGLS,medium_airport,Scholes International At Galveston Airport,29.265301,-94.860397,6,NA,US,US-TX,Galveston,no,KGLS,GLS,KGLS,GLS
19963,KGMU,medium_airport,Greenville Downtown Airport,34.847903,-82.350217,1048,NA,US,US-SC,Greenville,no,KGMU,GMU,KGMU,GMU
3559,KGNV,medium_airport,Gainesville Regional Airport,29.69009972,-82.27179718,152,NA,US,US-FL,Gainesville,yes,KGNV,GNV,KGNV,GNV
3560,KGON,medium_airport,Groton New London Airport,41.330101,-72.045097,9,NA,US,US-CT,Groton,no,KGON,GON,KGON,GON
3527,KGPI,medium_airport,Glacier Park International Airport,48.310501,-114.255997,2977,NA,US,US-MT,Kalispell,yes,KGPI,FCA,KGPI,GPI
3561,KGPT,medium_airport,Gulfport Biloxi International Airport,30.405582,-89.069836,28,NA,US,US-MS,Gulfport,yes,KGPT,GPT,KGPT,GPT
3562,KGRB,medium_airport,Austin Straubel International Airport,44.483459,-88.130805,695,NA,US,US-WI,Green Bay,yes,KGRB,GRB,KGRB,GRB
3563,KGRF,medium_airport,Gray Army Air Field,47.07920074,-122.5810013,300,NA,US,US-WA,Fort Lewis/Tacoma,no,KGRF,GRF,KGRF,GRF
3564,KGRI,medium_airport,Central Nebraska Regional Airport,40.96749878,-98.30960083,1847,NA,US,US-NE,Grand Island,yes,KGRI,GRI,KGRI,GRI
3565,KGRK,medium_airport,Killeen Regional Airport / Robert Gray Army Airfield,31.0672,-97.828903,1015,NA,US,US-TX,Fort Cavazos,yes,KGRK,GRK,KGRK,GRK
3566,KGRR,large_airport,Gerald R. Ford International Airport,42.880798,-85.522797,794,NA,US,US-MI,Grand Rapids,yes,KGRR,GRR,KGRR,GRR
3567,KGSB,medium_airport,Seymour Johnson Air Force Base,35.339401,-77.960602,109,NA,US,US-NC,Goldsboro,no,KGSB,GSB,KGSB,GSB
3568,KGSO,large_airport,Piedmont Triad International Airport,36.09937,-79.937262,925,NA,US,US-NC,Greensboro,yes,KGSO,GSO,KGSO,GSO
3569,KGSP,medium_airport,Greenville-Spartanburg International Airport,34.895699,-82.218903,964,NA,US,US-SC,Greenville/Greer/Spartanburg,yes,KGSP,GSP,KGSP,GSP
3571,KGTF,medium_airport,Great Falls International Airport,47.481998,-111.371002,3680,NA,US,US-MT,Great Falls,yes,KGTF,GTF,KGTF,GTF
19982,KGTR,medium_airport,Golden Triangle Regional Airport,33.450298,-88.5914,264,NA,US,US-MS,Columbus/W Point/Starkville,yes,KGTR,GTR,KGTR,GTR
19984,KGUC,medium_airport,Gunnison Crested Butte Regional Airport,38.534672,-106.934566,7680,NA,US,US-CO,Gunnison,yes,KGUC,GUC,KGUC,GUC
3572,KGUP,medium_airport,Gallup Municipal Airport,35.511653,-108.788166,6472,NA,US,US-NM,Gallup,yes,KGUP,GUP,KGUP,GUP
3573,KGUS,medium_airport,Grissom Air Reserve Base,40.648102,-86.1521,812,NA,US,US-IN,Peru,no,KGUS,GUS,KGUS,GUS
19985,KGUY,medium_airport,Guymon Municipal Airport,36.68510056,-101.5080032,3123,NA,US,US-OK,Guymon,no,KGUY,GUY,KGUY,GUY
3574,KGWO,medium_airport,Greenwoodâ€“Leflore Airport,33.495025,-90.088204,162,NA,US,US-MS,Greenwood,no,KGWO,GWO,KGWO,GWO
19997,KGYI,medium_airport,North Texas Regional Airport Perrin Field,33.7141,-96.673698,749,NA,US,US-TX,Denison,no,KGYI,PNX,KGYI,GYI
3575,KGYY,medium_airport,Gary/Chicago International Airport,41.617087,-87.413206,591,NA,US,US-IN,Gary,yes,,GYY,KGYY,GYY
339963,KH-0001,large_airport,Dara Sakor International Airport,10.914244,103.226652,60,AS,KH,KH-9,Ta Noun,yes,,DSY,VDDS,
342098,KH-0002,large_airport,Techo International Airport,11.359987,104.921272,20,AS,KH,KH-8,Phnom Penh (Boeng Khyang),yes,VDTI,KTI,VDTI,
20027,KHBG,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,31.26479912,-89.25279999,151,NA,US,US-MS,Hattiesburg,no,KHBG,HBG,KHBG,HBG
20029,KHBR,medium_airport,Hobart Regional Airport,34.991317,-99.051313,1563,NA,US,US-OK,Hobart,no,KHBR,HBR,KHBR,HBR
20038,KHDN,medium_airport,Yampa Valley Airport,40.481201,-107.218002,6606,NA,US,US-CO,Hayden,yes,KHDN,HDN,KHDN,HDN
20041,KHEF,medium_airport,Manassas Regional Airport/Harry P. Davis Field,38.721401,-77.515404,192,NA,US,US-VA,Manassas,no,KHEF,MNZ,KHEF,HEF
3576,KHFD,medium_airport,Hartford Brainard Airport,41.73669815,-72.6493988,18,NA,US,US-CT,Hartford,no,KHFD,HFD,KHFD,HFD
3577,KHGR,medium_airport,Hagerstown Regional Richard A Henson Field,39.708771,-77.728014,703,NA,US,US-MD,Hagerstown,yes,KHGR,HGR,KHGR,HGR
3578,KHHR,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,33.922798,-118.334999,66,NA,US,US-CA,Hawthorne,yes,KHHR,HHR,KHHR,HHR
3579,KHIB,medium_airport,Range Regional Airport,47.384831,-92.836905,1354,NA,US,US-MN,Hibbing,yes,KHIB,HIB,KHIB,HIB
3580,KHIF,medium_airport,Hill Air Force Base,41.12403,-111.973086,4789,NA,US,US-UT,Ogden,no,KHIF,HIF,KHIF,HIF
20053,KHII,medium_airport,Lake Havasu City Airport,34.570506,-114.357745,783,NA,US,US-AZ,Lake Havasu City,yes,KHII,HII,KHII,HII
20054,KHIO,medium_airport,Portland Hillsboro Airport,45.540401,-122.949997,208,NA,US,US-OR,Portland,no,KHIO,HIO,KHIO,HIO
3581,KHKY,medium_airport,Hickory Regional Airport,35.74110031,-81.38950348,1190,NA,US,US-NC,Hickory,no,KHKY,HKY,KHKY,HKY
20061,KHLG,medium_airport,Wheeling Ohio County Airport,40.17499924,-80.64630127,1195,NA,US,US-WV,Wheeling,no,KHLG,HLG,KHLG,HLG
3582,KHLN,medium_airport,Helena Regional Airport,46.6068,-111.983002,3877,NA,US,US-MT,Helena,yes,KHLN,HLN,KHLN,HLN
3584,KHMN,medium_airport,Holloman Air Force Base,32.852501,-106.107002,4093,NA,US,US-NM,Alamogordo,no,KHMN,HMN,KHMN,HMN
20071,KHOB,medium_airport,Lea County Regional Airport,32.6875,-103.217003,3661,NA,US,US-NM,Hobbs,yes,KHOB,HOB,KHOB,HOB
3585,KHON,medium_airport,Huron Regional Airport,44.385201,-98.2285,1289,NA,US,US-SD,Huron,no,KHON,HON,KHON,HON
3586,KHOP,medium_airport,Campbell Army Airfield (Fort Campbell),36.674154,-87.48974,573,NA,US,US-KY,Fort Campbell,no,KHOP,HOP,KHOP,HOP
3587,KHOT,medium_airport,Memorial Field Airport,34.4788,-93.096262,540,NA,US,US-AR,Hot Springs,yes,KHOT,HOT,KHOT,HOT
3588,KHOU,large_airport,William P. Hobby Airport,29.645336,-95.276812,46,NA,US,US-TX,Houston,yes,KHOU,HOU,KHOU,HOU
3589,KHPN,medium_airport,Westchester County Airport,41.06700134,-73.70760345,439,NA,US,US-NY,White Plains,yes,KHPN,HPN,KHPN,HPN
3590,KHQM,medium_airport,Bowerman Airport,46.97119904,-123.9369965,18,NA,US,US-WA,Hoquiam,no,KHQM,HQM,KHQM,HQM
3591,KHRL,medium_airport,Valley International Airport,26.22850037,-97.65440369,36,NA,US,US-TX,Harlingen,yes,KHRL,HRL,KHRL,HRL
3592,KHRO,medium_airport,Boone County Airport,36.26150131,-93.15470123,1365,NA,US,US-AR,Harrison,yes,KHRO,HRO,KHRO,HRO
3593,KHST,medium_airport,Homestead Air Reserve Base,25.4886,-80.383598,5,NA,US,US-FL,Homestead,no,KHST,HST,KHST,HST
3594,KHSV,medium_airport,Huntsville International Airport,34.636244,-86.774378,629,NA,US,US-AL,Huntsville,yes,KHSV,HSV,KHSV,HSV
3595,KHTS,medium_airport,Tri-State Airport / Milton J. Ferguson Field,38.366699,-82.557999,828,NA,US,US-WV,Huntington,yes,KHTS,HTS,KHTS,HTS
3596,KHUA,medium_airport,Redstone Army Air Field,34.67869949,-86.68479919,684,NA,US,US-AL,Redstone Arsnl Huntsville,no,KHUA,HUA,KHUA,HUA
3597,KHUF,medium_airport,"Terre Haute Regional Airport, Hulman Field",39.4515,-87.307602,589,NA,US,US-IN,Terre Haute,no,,HUF,KHUF,HUF
20095,KHUL,medium_airport,Houlton International Airport,46.12310028,-67.792099,489,NA,US,US-ME,Houlton,no,KHUL,HUL,KHUL,HUL
3598,KHUT,medium_airport,Hutchinson Municipal Airport,38.06549835,-97.86060333,1543,NA,US,US-KS,Hutchinson,no,KHUT,HUT,KHUT,HUT
3599,KHVN,medium_airport,Tweed New Haven Airport,41.262869,-72.887694,12,NA,US,US-CT,New Haven,yes,KHVN,HVN,KHVN,HVN
20099,KHVR,medium_airport,Havre City County Airport,48.541387,-109.762859,2591,NA,US,US-MT,Havre,yes,KHVR,HVR,KHVR,HVR
20102,KHWO,medium_airport,North Perry Airport,26.0012,-80.2407,8,NA,US,US-FL,Hollywood,no,KHWO,HWO,KHWO,HWO
20105,KHXD,medium_airport,Hilton Head Airport,32.2244,-80.697502,19,NA,US,US-SC,Hilton Head Island,yes,KHXD,HHH,KHXD,HXD
3600,KHYA,medium_airport,Cape Cod Gateway Airport,41.6693,-70.280403,54,NA,US,US-MA,Hyannis,yes,KHYA,HYA,KHYA,HYA
20108,KHYR,medium_airport,Sawyer County Airport,46.02519989,-91.44429779,1216,NA,US,US-WI,Hayward,no,KHYR,HYR,KHYR,HYR
20109,KHYS,medium_airport,Hays Regional Airport,38.844521,-99.273148,1999,NA,US,US-KS,Hays,yes,KHYS,HYS,KHYS,HYS
20117,KHZY,medium_airport,Northeast Ohio Regional Airport,41.778,-80.695503,924,NA,US,US-OH,Ashtabula,no,KHZY,JFN,KHZY,HZY
3601,KIAB,medium_airport,McConnell Air Force Base,37.621899,-97.268204,1371,NA,US,US-KS,Wichita,no,KIAB,IAB,KIAB,IAB
3602,KIAD,large_airport,Washington Dulles International Airport,38.9445,-77.455803,312,NA,US,US-VA,Dulles,yes,KIAD,IAD,KIAD,IAD
3603,KIAG,medium_airport,Niagara Falls International Airport,43.1073,-78.946198,589,NA,US,US-NY,Niagara Falls,yes,KIAG,IAG,KIAG,IAG
3604,KIAH,large_airport,George Bush Intercontinental Airport,29.9844,-95.3414,97,NA,US,US-TX,Houston,yes,KIAH,IAH,KIAH,IAH
3605,KICT,medium_airport,Wichita Dwight D. Eisenhower National Airport,37.650314,-97.428583,1333,NA,US,US-KS,Wichita,yes,KICT,ICT,KICT,ICT
3606,KIDA,medium_airport,Idaho Falls Regional Airport,43.514599,-112.070999,4744,NA,US,US-ID,Idaho Falls,yes,KIDA,IDA,KIDA,IDA
20160,KIFP,medium_airport,Laughlin Bullhead International Airport,35.154726,-114.559322,701,NA,US,US-AZ,Bullhead City,no,KIFP,IFP,KIFP,IFP
20161,KIGM,medium_airport,Kingman Airport,35.259499,-113.938004,3449,NA,US,US-AZ,Kingman,no,KIGM,IGM,KIGM,IGM
3607,KIKK,medium_airport,Greater Kankakee Airport,41.07139969,-87.84629822,630,NA,US,US-IL,Kankakee,no,KIKK,IKK,KIKK,IKK
3608,KILG,medium_airport,Wilmington Airport,39.678699,-75.606499,80,NA,US,US-DE,Wilmington,yes,KILG,ILG,KILG,ILG
3609,KILM,medium_airport,Wilmington International Airport,34.272345,-77.905117,32,NA,US,US-NC,Wilmington,yes,KILM,ILM,KILM,ILM
20173,KILN,medium_airport,Wilmington Airpark,39.42789841,-83.792099,1077,NA,US,US-OH,Wilmington,no,KILN,ILN,KILN,ILN
20177,KIMT,medium_airport,Ford Airport,45.81911,-88.114557,1182,NA,US,US-MI,Kingsford,yes,KIMT,IMT,KIMT,IMT
3610,KIND,large_airport,Indianapolis International Airport,39.7173,-86.294403,797,NA,US,US-IN,Indianapolis,yes,KIND,IND,KIND,IND
3611,KINK,medium_airport,Winkler County Airport,31.7796,-103.200996,2822,NA,US,US-TX,Wink,no,KINK,INK,KINK,INK
3612,KINL,medium_airport,Falls International Airport,48.56620026,-93.40309906,1185,NA,US,US-MN,International Falls,yes,KINL,INL,KINL,INL
3613,KINT,medium_airport,Smith Reynolds Airport,36.13370132,-80.22200012,969,NA,US,US-NC,Winston Salem,no,KINT,INT,KINT,INT
20180,KINW,medium_airport,Winslow Lindbergh Regional Airport,35.02190018,-110.7229996,4941,NA,US,US-AZ,Winslow,no,KINW,INW,KINW,INW
20184,KIPL,medium_airport,Imperial County Airport,32.83539,-115.574026,-54,NA,US,US-CA,Imperial,yes,KIPL,IPL,KIPL,IPL
3614,KIPT,medium_airport,Williamsport Regional Airport,41.242126,-76.92245,529,NA,US,US-PA,Williamsport,yes,KIPT,IPT,KIPT,IPT
3615,KIRK,medium_airport,Kirksville Regional Airport,40.09349823,-92.54489899,966,NA,US,US-MO,Kirksville,yes,KIRK,IRK,KIRK,IRK
20187,KISM,medium_airport,Kissimmee Gateway Airport,28.28980064,-81.43710327,82,NA,US,US-FL,Orlando,no,KISM,ISM,KISM,ISM
20189,KISO,medium_airport,Kinston Regional Jetport At Stallings Field,35.33140183,-77.6088028,93,NA,US,US-NC,Kinston,no,KISO,ISO,KISO,ISO
3616,KISP,medium_airport,Long Island MacArthur Airport,40.796324,-73.101703,99,NA,US,US-NY,Islip,yes,KISP,ISP,KISP,ISP
20193,KITH,medium_airport,Ithaca Tompkins Regional Airport,42.49100113,-76.45839691,1099,NA,US,US-NY,Ithaca,yes,KITH,ITH,KITH,ITH
3617,KIWA,medium_airport,Mesa Gateway Airport,33.3078,-111.654999,1382,NA,US,US-AZ,Mesa,yes,KIWA,AZA,KIWA,IWA
3618,KJAC,medium_airport,Jackson Hole Airport,43.6073,-110.737999,6451,NA,US,US-WY,Jackson,yes,KJAC,JAC,KJAC,JAC
3619,KJAN,medium_airport,Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897,346,NA,US,US-MS,Jackson,yes,KJAN,JAN,KJAN,JAN
3620,KJAX,large_airport,Jacksonville International Airport,30.492469,-81.687813,30,NA,US,US-FL,Jacksonville,yes,KJAX,JAX,KJAX,JAX
3621,KJBR,medium_airport,Jonesboro Municipal Airport,35.83169937,-90.64640045,262,NA,US,US-AR,Jonesboro,yes,KJBR,JBR,KJBR,JBR
20205,KJCT,medium_airport,Kimble County Airport,30.51129913,-99.7634964,1749,NA,US,US-TX,Junction,no,KJCT,JCT,KJCT,JCT
3622,KJFK,large_airport,John F. Kennedy International Airport,40.639447,-73.779317,13,NA,US,US-NY,New York,yes,KJFK,JFK,KJFK,JFK
20213,KJHW,medium_airport,Chautauqua County-Jamestown Airport,42.15425,-79.254008,1723,NA,US,US-NY,Jamestown,no,KJHW,JHW,KJHW,JHW
3623,KJLN,medium_airport,Joplin Regional Airport,37.151798,-94.498299,981,NA,US,US-MO,Joplin,yes,KJLN,JLN,KJLN,JLN
3624,KJMS,medium_airport,Jamestown Regional Airport,46.92969894,-98.67819977,1500,NA,US,US-ND,Jamestown,yes,KJMS,JMS,KJMS,JMS
20220,KJQF,medium_airport,Concord-Padgett Regional Airport,35.387798,-80.709099,705,NA,US,US-NC,Concord,yes,KJQF,USA,KJQF,JQF
3625,KJST,medium_airport,John Murtha Johnstown Cambria County Airport,40.31610107,-78.83390045,2284,NA,US,US-PA,Johnstown,yes,KJST,JST,KJST,JST
3626,KJXN,medium_airport,Jackson County Airport/Reynolds Field,42.260509,-84.463019,1001,NA,US,US-MI,Jackson,no,KJXN,JXN,KJXN,JXN
20277,KKLS,medium_airport,Southwest Washington Regional Airport,46.11800003,-122.8980026,20,NA,US,US-WA,Kelso,no,KKLS,KLS,KKLS,KLS
20317,KLAA,medium_airport,Southeast Colorado Regional Airport,38.066407,-102.691373,3706,NA,US,US-CO,Lamar,no,KLAA,LAA,KLAA,LAA
3627,KLAF,medium_airport,Purdue University Airport,40.412875,-86.939363,606,NA,US,US-IN,West Lafayette,yes,KLAF,LAF,KLAF,LAF
3628,KLAL,medium_airport,Lakeland Linder International Airport,27.989267,-82.020715,142,NA,US,US-FL,Lakeland,yes,KLAL,LAL,KLAL,LAL
3629,KLAN,medium_airport,Capital Region International Airport,42.777582,-84.585721,861,NA,US,US-MI,Lansing,yes,KLAN,LAN,KLAN,LAN
3630,KLAR,medium_airport,Laramie Regional Airport,41.31209946,-105.6750031,7284,NA,US,US-WY,Laramie,yes,KLAR,LAR,KLAR,LAR
3631,KLAS,large_airport,Harry Reid International Airport,36.083361,-115.151817,2181,NA,US,US-NV,Las Vegas,yes,KLAS,LAS,KLAS,LAS
20319,KLAW,medium_airport,Lawton Fort Sill Regional Airport,34.567699,-98.416603,1110,NA,US,US-OK,Lawton,yes,KLAW,LAW,KLAW,LAW
3632,KLAX,large_airport,Los Angeles International Airport,33.942501,-118.407997,125,NA,US,US-CA,Los Angeles,yes,KLAX,LAX,KLAX,LAX
3633,KLBB,medium_airport,Lubbock Preston Smith International Airport,33.663601,-101.822998,3282,NA,US,US-TX,Lubbock,yes,KLBB,LBB,KLBB,LBB
3634,KLBE,medium_airport,Arnold Palmer Regional Airport,40.275902,-79.4048,1199,NA,US,US-PA,Latrobe,yes,KLBE,LBE,KLBE,LBE
3635,KLBF,medium_airport,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777,NA,US,US-NE,North Platte,yes,KLBF,LBF,KLBF,LBF
3636,KLBL,medium_airport,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,2885,NA,US,US-KS,Liberal,yes,KLBL,LBL,KLBL,LBL
20322,KLBT,medium_airport,Lumberton Regional Airport,34.610773,-79.05943,126,NA,US,US-NC,Lumberton,no,KLBT,LBT,KLBT,LBT
20323,KLBX,medium_airport,Texas Gulf Coast Regional Airport,29.108601,-95.462097,25,NA,US,US-TX,Angleton,no,KLBX,LJN,KLBX,LBX
3637,KLCH,medium_airport,Lake Charles Regional Airport,30.12610054,-93.22329712,15,NA,US,US-LA,Lake Charles,yes,KLCH,LCH,KLCH,LCH
3638,KLCK,medium_airport,Rickenbacker International Airport,39.813801,-82.927803,744,NA,US,US-OH,Columbus,yes,KLCK,LCK,KLCK,LCK
3639,KLEB,medium_airport,Lebanon Municipal Airport,43.62609863,-72.30419922,603,NA,US,US-NH,Lebanon,yes,KLEB,LEB,KLEB,LEB
20329,KLEE,medium_airport,Leesburg International Airport,28.82309914,-81.80870056,76,NA,US,US-FL,Leesburg,no,KLEE,LEE,KLEE,LEE
3640,KLEX,medium_airport,Blue Grass Airport,38.035066,-84.606738,979,NA,US,US-KY,Lexington,yes,KLEX,LEX,KLEX,LEX
3641,KLFI,medium_airport,Langley Air Force Base,37.082901,-76.360497,11,NA,US,US-VA,Hampton,no,KLFI,LFI,KLFI,LFI
20332,KLFK,medium_airport,Angelina County Airport,31.23399925,-94.75,296,NA,US,US-TX,Lufkin,no,KLFK,LFK,KLFK,LFK
3642,KLFT,medium_airport,Lafayette Regional Airport,30.205299,-91.987602,42,NA,US,US-LA,Lafayette,yes,KLFT,LFT,KLFT,LFT
3643,KLGA,large_airport,LaGuardia Airport,40.777199,-73.872597,21,NA,US,US-NY,New York,yes,KLGA,LGA,KLGA,LGA
3644,KLGB,large_airport,Long Beach International Airport,33.816523,-118.149891,60,NA,US,US-CA,Long Beach,yes,KLGB,LGB,KLGB,LGB
20337,KLGU,medium_airport,Logan-Cache Airport,41.79119873,-111.8519974,4457,NA,US,US-UT,Logan,no,KLGU,LGU,KLGU,LGU
3645,KLIT,medium_airport,Bill & Hillary Clinton National Airport/Adams Field,34.729222,-92.223591,262,NA,US,US-AR,Little Rock,yes,KLIT,LIT,KLIT,LIT
3646,KLMT,medium_airport,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,4095,NA,US,US-OR,Klamath Falls,no,KLMT,LMT,KLMT,LMT
20359,KLND,medium_airport,Hunt Field,42.815201,-108.730003,5586,NA,US,US-WY,Lander,no,KLND,LND,KLND,LND
3647,KLNK,medium_airport,Lincoln Airport,40.844882,-96.76178,1219,NA,US,US-NE,Lincoln,yes,KLNK,LNK,KLNK,LNK
3648,KLNS,medium_airport,Lancaster Airport,40.12170029,-76.2960968,403,NA,US,US-PA,Lancaster,yes,KLNS,LNS,KLNS,LNS
20364,KLOL,medium_airport,Derby Field,40.06639862,-118.5650024,3904,NA,US,US-NV,Lovelock,no,KLOL,LOL,KLOL,LOL
3649,KLOU,medium_airport,Bowman Field,38.22800064,-85.66369629,546,NA,US,US-KY,Louisville,no,KLOU,LOU,KLOU,LOU
3650,KLOZ,medium_airport,London-Corbin Airport/Magee Field,37.0821991,-84.0848999,1212,NA,US,US-KY,London,no,KLOZ,LOZ,KLOZ,LOZ
3651,KLRD,medium_airport,Laredo International Airport,27.5438,-99.461601,508,NA,US,US-TX,Laredo,yes,KLRD,LRD,KLRD,LRD
3652,KLRF,medium_airport,Little Rock Air Force Base,34.91690063,-92.14969635,311,NA,US,US-AR,Jacksonville,no,KLRF,LRF,KLRF,LRF
3653,KLRU,medium_airport,Las Cruces International Airport,32.289398,-106.921997,4456,NA,US,US-NM,Las Cruces,yes,KLRU,LRU,KLRU,LRU
3654,KLSE,medium_airport,La Crosse Regional Airport,43.879002,-91.256699,655,NA,US,US-WI,La Crosse,yes,KLSE,LSE,KLSE,LSE
3655,KLSF,medium_airport,Lawson Army Air Field,32.332546,-84.988003,232,NA,US,US-GA,Fort Benning,no,KLSF,LSF,KLSF,LSF
3656,KLSV,medium_airport,Nellis Air Force Base,36.23619843,-115.0339966,1870,NA,US,US-NV,Las Vegas,no,KLSV,LSV,KLSV,LSV
3657,KLTS,medium_airport,Altus Air Force Base,34.667099,-99.266701,1382,NA,US,US-OK,Altus,no,KLTS,LTS,KLTS,LTS
3658,KLUF,medium_airport,Luke Air Force Base,33.535,-112.383003,1085,NA,US,US-AZ,Glendale,no,KLUF,LUF,KLUF,LUF
3659,KLUK,medium_airport,Cincinnati Municipal Airport Lunken Field,39.102357,-84.418945,483,NA,US,US-OH,Cincinnati,yes,KLUK,LUK,KLUK,LUK
20386,KLVM,medium_airport,Mission Field,45.69940186,-110.447998,4660,NA,US,US-MT,Livingston,no,KLVM,LVM,KLVM,LVM
20388,KLVS,medium_airport,Las Vegas Municipal Airport,35.654202,-105.141998,6877,NA,US,US-NM,Las Vegas,no,KLVS,LVS,KLVS,LVS
20390,KLWB,medium_airport,Greenbrier Valley Airport,37.857914,-80.400438,2302,NA,US,US-WV,Lewisburg,yes,KLWB,LWB,KLWB,LWB
3660,KLWM,medium_airport,Lawrence Municipal Airport,42.71720123,-71.12339783,148,NA,US,US-MA,Lawrence,no,KLWM,LWM,KLWM,LWM
20393,KLWS,medium_airport,Lewiston Nez Perce County Airport,46.37450027,-117.0149994,1442,NA,US,US-ID,Lewiston,yes,KLWS,LWS,KLWS,LWS
3661,KLWT,medium_airport,Lewistown Municipal Airport,47.048429,-109.466143,4170,NA,US,US-MT,Lewistown,no,KLWT,LWT,KLWT,LWT
3662,KLYH,medium_airport,Lynchburg Regional Airport - Preston Glenn Field,37.326698,-79.200401,938,NA,US,US-VA,Lynchburg,yes,KLYH,LYH,KLYH,LYH
3663,KMAF,medium_airport,Midland International Air and Space Port,31.942499,-102.202003,2871,NA,US,US-TX,Midland,yes,KMAF,MAF,KMAF,MAF
20474,KMBG,medium_airport,Mobridge Municipal Airport,45.54650116,-100.4079971,1716,NA,US,US-SD,Mobridge,no,KMBG,MBG,KMBG,MBG
3664,KMBS,medium_airport,MBS International Airport,43.533181,-84.083104,668,NA,US,US-MI,Freeland,yes,KMBS,MBS,KMBS,MBS
3665,KMCB,medium_airport,McComb-Pike County Airport / John E Lewis Field,31.178499,-90.471901,413,NA,US,US-MS,McComb,no,KMCB,MCB,KMCB,MCB
3666,KMCC,medium_airport,McClellan Airfield,38.667599,-121.401001,77,NA,US,US-CA,Sacramento,no,KMCC,MCC,KMCC,MCC
20480,KMCE,medium_airport,Merced Regional Macready Field,37.284698,-120.514,155,NA,US,US-CA,Merced,yes,KMCE,MCE,KMCE,MCE
3667,KMCF,medium_airport,MacDill Air Force Base,27.8493,-82.521202,14,NA,US,US-FL,Tampa,no,KMCF,MCF,KMCF,MCF
3668,KMCI,large_airport,Kansas City International Airport,39.301699,-94.713893,1026,NA,US,US-MO,Kansas City,yes,KMCI,MCI,KMCI,MCI
20481,KMCK,medium_airport,McCook Ben Nelson Regional Airport,40.207787,-100.592794,2583,NA,US,US-NE,McCook,yes,KMCK,MCK,KMCK,MCK
3669,KMCN,medium_airport,Middle Georgia Regional Airport,32.69279861,-83.64920044,354,NA,US,US-GA,Macon,yes,KMCN,MCN,KMCN,MCN
3670,KMCO,large_airport,Orlando International Airport,28.42939949,-81.30899811,96,NA,US,US-FL,Orlando,yes,KMCO,MCO,KMCO,MCO
20482,KMCW,medium_airport,Mason City Municipal Airport,43.159801,-93.329716,1213,NA,US,US-IA,Mason City,yes,KMCW,MCW,KMCW,MCW
3671,KMDH,medium_airport,Southern Illinois Airport,37.778099,-89.251999,411,NA,US,US-IL,Murphysboro,no,KMDH,MDH,KMDH,MDH
3672,KMDT,medium_airport,Harrisburg International Airport,40.192838,-76.762333,310,NA,US,US-PA,Harrisburg,yes,KMDT,MDT,KMDT,MDT
3673,KMDW,large_airport,Chicago Midway International Airport,41.785999,-87.752403,620,NA,US,US-IL,Chicago,yes,KMDW,MDW,KMDW,MDW
3674,KMEI,medium_airport,Key Field / Meridian Regional Airport,32.3326,-88.7519,297,NA,US,US-MS,Meridian,yes,KMEI,MEI,KMEI,MEI
3675,KMEM,large_airport,Memphis International Airport,35.043845,-89.97634,341,NA,US,US-TN,Memphis,yes,KMEM,MEM,KMEM,MEM
3676,KMER,medium_airport,Castle Airport,37.38050079,-120.5680008,191,NA,US,US-CA,Merced,no,KMER,MER,KMER,MER
3677,KMFD,medium_airport,Mansfield Lahm Regional Airport,40.82139969,-82.51660156,1297,NA,US,US-OH,Mansfield,no,KMFD,MFD,KMFD,MFD
3678,KMFE,medium_airport,McAllen Miller International Airport,26.176141,-98.237965,107,NA,US,US-TX,McAllen,yes,KMFE,MFE,KMFE,MFE
3679,KMFR,medium_airport,Rogue Valley International-Medford Airport,42.374199,-122.873001,1335,NA,US,US-OR,Medford,yes,KMFR,MFR,KMFR,MFR
20498,KMGC,medium_airport,Michigan City Municipal Airport,41.7033,-86.821198,655,NA,US,US-IN,Michigan City,yes,KMGC,MGC,KMGC,MGC
3680,KMGE,medium_airport,Dobbins Air Reserve Base,33.915401,-84.516296,1068,NA,US,US-GA,Marietta,no,KMGE,MGE,KMGE,MGE
3681,KMGM,medium_airport,Montgomery Regional (Dannelly Field) Airport,32.300598,-86.393997,221,NA,US,US-AL,Montgomery,yes,KMGM,MGM,KMGM,MGM
3682,KMGW,medium_airport,Morgantown Municipal Airport Walter L. (Bill) Hart Field,39.643305,-79.917598,1248,NA,US,US-WV,Morgantown,yes,KMGW,MGW,KMGW,MGW
